Index,Formula,Decomposition Energy,Band Gap,K,Rb,Cs,MA,FA,Ca,Sr,Ba,Ge,Sn,Pb,Cl,Br,I,A_ion_rad,A_BP,A_MP,A_dens,A_at_wt,A_EA,A_IE,A_hof,A_hov,A_En,A_at_num,A_period,B_ion_rad,B_BP,B_MP,B_dens,B_at_wt,B_EA,B_IE,B_hof,B_hov,B_En,B_at_num,B_period,X_ion_rad,X_BP,X_MP,X_dens,X_at_wt,X_EA,X_IE,X_hof,X_hov,X_En,X_at_num,X_period
67,Rb1Ca0.88Sn0.12Br3,-0.029816362,3.4204,0,1,0,0,0,0.875,0,0,0,0.125,0,0,1,0,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.96375,1896.875,1036.14,2.27,49.907,-121.375,604.65,8.36375,171.6325,1.12,23.75,4.125,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
68,MA1Ba0.12Pb0.88Br3,-0.123577785,2.2425,0,0,0,1,0,0,0,0.125,0,0,0.875,0,1,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.21875,2029.875,650.81875,10.38,198.46625,89.75,688.925,5.175,173.1875,2.15,78.75,6,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
69,K1Sr0.38Ge0.25Sn0.25Pb0.12I3,0.445436995,1.4454,1,0,0,0,0,0,0.375,0,0.25,0.25,0.125,0,0,1,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.93125,2369.25,894.98625,5.52875,106.5875,11,663.175,13.42125,229.7425,1.64,45,4.875,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
70,K0.75Rb0.25Sr1Br3,0.352744344,3.7442,0.75,0.25,0,0,0,0,1,0,0,0,0,0,1,0,1.535,1015,330.7575,1.028,50.690675,47.9925,414.85,2.3325,74.975,0.82,23.5,4.25,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
71,Rb0.12Cs0.88Ge1I3,0.013042702,0.6252,0,0.125,0.875,0,0,0,0,0,1,0,0,0,0,1,1.72375,946.125,302.92625,1.82775,126.9757,45.665,379.1125,2.123,67.9225,0.79375,52.75,5.875,0.53,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
72,Cs1Sr1Cl3,-0.068948435,4.9402,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
73,FA1Sn1Cl1.88Br1.12,-0.247594598,2.5826,0,0,0,0,1,0,0,0,0,1,0,0.625,0.375,0,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.86625,273.93125,207.3375,3.17875,52.1219375,339.725,1209.4,3.9885,11.896875,3.085,23.75,3.375
74,K1Ca1Br3,0.168643016,3.9081,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
75,MA1Sr1Cl0.38Br2.62,-0.02496739,4.2717,0,0,0,1,0,0,1,0,0,0,0,0.125,0.875,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,1.94125,320.26625,254.2275,3.13175,74.3475875,327.625,1153.8,5.0265,14.159375,2.985,32.75,3.875
76,K1Ca1Br1.12I1.88,0.353045725,3.2592,1,0,0,0,0,1,0,0,0,0,0,0,0.375,0.625,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,2.11,410.38125,341.41875,4.25125,109.2793125,306.2875,1057.7125,6.83225,18.584375,2.7725,46.25,4.625
77,MA1Ca0.5Ba0.12Pb0.38Cl3,-0.110963859,4.3429,0,0,0,1,0,0.5,0,0.125,0,0,0.375,1,0,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.12375,1896.875,906.49375,5.48,114.90525,-43.25,626.075,7.055,161.5725,1.485,47.75,5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
78,K1Pb1Cl3,0.25227681,2.1752,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
79,Cs1Ca1Cl1.5I1.5,0.030421417,4.0119,0,0,1,0,0,1,0,0,0,0,0,0.5,0,0.5,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,2.005,348.34,279.435,4.072,81.1786,322.05,1129.75,5.485,15.55,2.91,35,4
80,Cs1Ge1Cl2.25Br0.75,-0.401486706,0.9304,0,0,1,0,0,0,0,0,1,0,0,0.75,0.25,0,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,0.53,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.8475,262.3475,195.615,3.1905,46.565525,342.75,1223.3,3.729,11.33125,3.11,21.5,3.25
81,K1Sr1Br1.12I1.88,0.473876722,3.184,1,0,0,0,0,0,1,0,0,0,0,0,0.375,0.625,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,2.11,410.38125,341.41875,4.25125,109.2793125,306.2875,1057.7125,6.83225,18.584375,2.7725,46.25,4.625
82,Rb1Pb1I3,0.275720772,1.4595,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
83,MA1Ca1Br1.88I1.12,0.036401206,3.9319,0,0,0,1,0,1,0,0,0,0,0,0,0.625,0.375,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,2.05,378.96875,311.23125,3.79875,97.5291875,313.6125,1090.5875,6.21375,17.040625,2.8475,41.75,4.375
84,K0.25Rb0.25Cs0.12MA0.38Pb1Br3,-0.10187034,2.1134,0.25,0.25,0.125,0.375,0,0,0,0,0,0,1,0,1,0,1.81125,716.625,267.925,1.09425,59.7922,32.75375,599.6625,3.72775,53.955,1.465,48.25,5.625,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
85,Rb1Ca1Cl0.75I2.25,0.109261958,3.7814,0,1,0,0,0,1,0,0,0,0,0,0.25,0,0.75,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,2.1025,402.92,333.0675,4.501,104.04155,308.675,1069.075,6.6225,18.225,2.785,44,4.5
86,Cs1Ca0.12Sr0.12Ge0.38Sn0.25Pb0.12Cl3,-0.312252478,1.9512,0,0,1,0,0,0.125,0.125,0,0.375,0.25,0.125,1,0,0,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,0.8075,2563.5,924.92375,5.7525,98.7685,48.5,694.7875,16.4125,256.63875,1.77875,42,4.625,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
87,K0.62MA0.38Sr1Cl3,0.149627874,4.7936,0.625,0,0,0.375,0,0,1,0,0,0,0,1,0,0,1.7575,745.75,278.375,0.8,36.4739375,33.48,609,3.755,57.025,1.46875,39.25,5.125,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
88,Cs1Sn1Br0.38I2.62,-0.163866421,0.4687,0,0,1,0,0,0,0,0,0,1,0,0,0.125,0.875,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,2.17,441.79375,371.60625,4.70375,121.0294375,298.9625,1024.8375,7.45075,20.128125,2.6975,50.75,4.875
89,Cs1Ba0.5Pb0.5I3,0.204619632,2.2945,0,0,1,0,0,0,0,0.5,0,0,0.5,0,0,1,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.305,2050.5,801.325,7.47,172.265,29,609.2,6.39,159.05,1.61,69,6,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
90,Cs1Ba1I3,0.269002249,3.5119,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
91,K1Ge1Br3,0.051504482,0.6184,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.53,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
92,MA1Ca1Br0.75I2.25,0.073838538,3.6635,0,0,0,1,0,1,0,0,0,0,0,0,0.25,0.75,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,2.14,426.0875,356.5125,4.4775,115.154375,302.625,1041.275,7.1415,19.35625,2.735,48.5,4.75
93,MA1Ge0.12Pb0.88Cl3,-0.180358819,2.3942,0,0,0,1,0,0,0,0,0.125,0,0.875,1,0,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.1075,2158.5,677.00625,10.59625,190.37625,111.25,721.325,8.14875,197.45,2.29,75.75,5.75,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
94,Rb1Sr0.12Sn0.25Pb0.62I3,0.210253255,1.2798,0,1,0,0,0,0,0.125,0,0,0.25,0.625,0,0,1,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1.07875,2190.25,631.93625,9.23875,170.13,78,693.025,5.80625,200.8925,2.065,68.5,5.625,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
95,Rb1Sr0.5Ge0.12Sn0.25Pb0.12I3,0.24842773,2.7374,0,1,0,0,0,0,0.5,0,0.125,0.25,0.125,0,0,1,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1.0225,2187.75,873.79875,5.18125,108.46375,-25,636.6,10.47125,205.0675,1.5075,45.75,5,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
96,Cs1Sr1Br1.5I1.5,0.029126937,3.7012,0,0,1,0,0,0,1,0,0,0,0,0,0.5,0.5,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,2.08,394.675,326.325,4.025,103.40425,309.95,1074.15,6.523,17.8125,2.81,44,4.5
97,Rb1Sr0.25Ba0.25Ge0.25Pb0.25Br3,0.221965753,3.3,0,1,0,0,0,0,0.25,0.25,0.25,0,0.25,0,1,0,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1.1,2215.75,964.0375,5.7,126.19,2.5,632.5,13.195,197.325,1.545,52,5.25,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
98,MA1Ba1Cl2.62Br0.38,0.192983113,4.6152,0,0,0,1,0,0,0,1,0,0,0,0.875,0.125,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,1.82875,250.76375,183.8925,3.20225,41.0091125,345.775,1237.2,3.4695,10.765625,3.135,19.25,3.125
99,K0.75Cs0.25Ba1Cl3,0.753501532,4.242,0.75,0,0.25,0,0,0,0,1,0,0,0,1,0,0,1.5675,1010.75,327.985,1.1125,62.550075,47.6425,408.025,2.2705,74.61,0.8125,28,4.5,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
100,Cs1Ca0.25Ba0.12Ge0.25Pb0.38Cl3,-0.184197685,2.3872,0,0,1,0,0,0.25,0,0.125,0.25,0,0.375,1,0,0,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.00625,2234.375,931.36875,6.4225,123.03825,25.75,669.15,12.8725,206.48,1.7375,50.75,5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
101,Cs1Sn1Cl2.62Br0.38,-0.324306775,0.9055,0,0,1,0,0,0,0,0,0,1,0,0.875,0.125,0,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.82875,250.76375,183.8925,3.20225,41.0091125,345.775,1237.2,3.4695,10.765625,3.135,19.25,3.125
102,K1Ca0.5Ba0.12Ge0.38Cl3,0.218427035,3.8059,1,0,0,0,0,0.5,0,0.125,0.375,0,0,1,0,0,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.87625,2303.375,1135.5625,3.21875,64.434,-39.5,643.55,17.19125,220.2225,1.365,29,4.25,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
103,FA1Ca0.25Sr0.12Sn0.38Pb0.25Cl3,0.015559906,2.4587,0,0,0,0,1,0.25,0.125,0,0,0.375,0.25,1,0,0,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,0.97125,2230.375,747.8325,6.28375,117.28825,12.875,660.7375,7.05,209.14375,1.68625,49,5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
104,Cs1Ca0.12Ba0.12Ge0.25Sn0.5Br3,-0.138463839,1.5025,0,0,1,0,0,0.125,0,0.125,0.25,0.5,0,0,1,0,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,0.79,2694.125,819.685,5.6275,99.6835,64.5,681.4125,13.6175,265.61875,1.71875,42.5,4.75,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
105,K1Pb1Br0.75I2.25,0.449981166,1.4401,1,0,0,0,0,0,0,0,0,0,1,0,0.25,0.75,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.14,426.0875,356.5125,4.4775,115.154375,302.625,1041.275,7.1415,19.35625,2.735,48.5,4.75
106,Cs1Sr0.12Ba0.62Ge0.12Sn0.12Cl3,0.17223994,3.3848,0,0,1,0,0,0,0.125,0.625,0.125,0.125,0,1,0,0,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.2,2253.5,971.0775,4.14,120.69875,-23.375,566.8375,10.90625,182.82125,1.17125,50,5.5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
107,Cs1Sr0.25Ge0.75Cl3,-0.313768291,1.8649,0,0,1,0,0,0,0.25,0,0.75,0,0,1,0,0,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,0.7125,2744,1169.125,4.625,76.3625,48,708.95,25.9,284.95,1.745,33.5,4.25,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
108,Rb1Ca1Cl2.62Br0.38,-0.108938796,4.6464,0,1,0,0,0,1,0,0,0,0,0,0.875,0.125,0,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.82875,250.76375,183.8925,3.20225,41.0091125,345.775,1237.2,3.4695,10.765625,3.135,19.25,3.125
109,K0.25Rb0.12MA0.62Sn1Cl3,-0.19162452,1.795,0.25,0.125,0,0.625,0,0,0,0,0,1,0,1,0,0,1.935,545.25,236.40375,0.844,40.52055,23.37625,733.825,4.70625,42.8125,1.90125,55,6,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
110,K1Sr0.12Ba0.12Ge0.12Sn0.12Pb0.5Br3,0.352310546,1.5769,1,0,0,0,0,0,0.125,0.125,0.125,0.125,0.5,0,1,0,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1.085,2226,770.4025,8.02,155.63375,57.625,673.1375,9.28625,201.67125,1.89125,63,5.5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
111,FA1Ca1Br3,-0.017121053,4.2254,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
112,Cs1Ba0.88Pb0.12I3,0.254916925,3.3591,0,0,1,0,0,0,0,0.875,0,0,0.125,0,0,1,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.39125,2071.125,951.83125,4.56,146.06375,-31.75,529.475,7.605,144.9125,1.07,59.25,6,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
113,Cs1Sr1Br3,-0.035797575,4.1655,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
114,K0.25Rb0.75Sr1Br3,0.236075154,3.8218,0.25,0.75,0,0,0,0,1,0,0,0,0,0,1,0,1.585,979,318.6725,1.364,73.875425,47.2575,406.95,2.3375,71.125,0.82,32.5,4.75,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
115,FA1Sr1Cl2.62Br0.38,-0.00483958,4.3092,0,0,0,0,1,0,1,0,0,0,0,0.875,0.125,0,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,1.82875,250.76375,183.8925,3.20225,41.0091125,345.775,1237.2,3.4695,10.765625,3.135,19.25,3.125
116,Rb0.62Cs0.38Ca1Cl3,-0.19800222,5.0577,0,0.625,0.375,0,0,1,0,0,0,0,0,1,0,0,1.65875,954.625,308.47125,1.65875,103.2569,46.365,392.7625,2.247,68.6525,0.80875,43.75,5.375,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
117,Rb1Ba1Cl0.75I2.25,0.166135219,3.7398,0,1,0,0,0,0,0,1,0,0,0,0.25,0,0.75,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,2.1025,402.92,333.0675,4.501,104.04155,308.675,1069.075,6.6225,18.225,2.785,44,4.5
118,K1Sn1Cl3,0.142707615,0.8786,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
119,K0.38Rb0.12Cs0.5Ca1Cl3,-0.146096227,5.0022,0.375,0.125,0.5,0,0,1,0,0,0,0,0,1,0,0,1.6375,979.5,316.14875,1.449,91.7980375,46.74125,395.275,2.21225,71.3575,0.805,39.25,5.125,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
120,K1Ba0.25Ge0.62Sn0.12Cl3,0.274483886,1.7112,1,0,0,0,0,0,0,0.25,0.625,0.125,0,1,0,0,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.775,2820.875,1070.8275,5.13625,94.5525,77.125,690.6125,22.7775,280.28375,1.72375,40.25,4.625,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
121,MA1Sr0.5Sn0.5Br3,-0.078527453,3.2603,0,0,0,1,0,0,0.5,0,0,0.5,0,0,1,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,0.985,2265.5,773.56,4.925,103.165,-23.5,629.05,7.7,213.635,1.455,44,5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
122,Cs1Ge0.12Sn0.88Cl3,-0.346979609,0.9401,0,0,1,0,0,0,0,0,0.125,0.875,0,1,0,0,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,0.6875,2904.875,593.4175,7.06125,112.9475,120.875,715.2875,10.275,295.86125,1.96625,47.75,4.875,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
123,FA1Ba1Br0.38I2.62,0.057510027,3.3915,0,0,0,0,1,0,0,1,0,0,0,0,0.125,0.875,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,2.17,441.79375,371.60625,4.70375,121.0294375,298.9625,1024.8375,7.45075,20.128125,2.6975,50.75,4.875
124,Rb1Sn1Cl3,-0.101549388,0.9198,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
125,K0.25Rb0.12Cs0.12FA0.5Ba1Br3,0.165341999,4.0205,0.25,0.125,0.125,0,0.5,0,0,1,0,0,0,0,1,0,2.06125,655.875,337.97125,1.19025,59.621225,27.9375,626.5375,4.3865,50.8425,1.69125,61.75,6.375,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
126,MA1Ge0.12Pb0.88I3,0.023480902,1.6997,0,0,0,1,0,0,0,0,0.125,0,0.875,0,0,1,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.1075,2158.5,677.00625,10.59625,190.37625,111.25,721.325,8.14875,197.45,2.29,75.75,5.75,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
127,K0.12Rb0.12MA0.75Pb1Cl3,-0.105031096,2.6165,0.125,0.125,0,0.75,0,0,0,0,0,0,1,1,0,0,2.0175,449.5,216.92875,0.824,39.6457625,18.41625,797.225,5.18125,36.1875,2.1175,61.75,6.375,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
128,FA1Ba0.88Pb0.12I3,0.055578017,3.1922,0,0,0,0,1,0,0,0.875,0,0,0.125,0,0,1,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1.39125,2071.125,951.83125,4.56,146.06375,-31.75,529.475,7.605,144.9125,1.07,59.25,6,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
129,K0.62Rb0.12Cs0.25Ge1Cl3,-0.242865302,0.9389,0.625,0.125,0.25,0,0,0,0,0,1,0,0,1,0,0,1.58,1001.75,324.96375,1.1965,68.3462625,47.45875,406.05,2.27175,73.6475,0.8125,30.25,4.625,0.53,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
130,MA1Ba0.5Pb0.5I3,0.089071672,2.3489,0,0,0,1,0,0,0,0.5,0,0,0.5,0,0,1,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.305,2050.5,801.325,7.47,172.265,29,609.2,6.39,159.05,1.61,69,6,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
131,K0.75Rb0.12Cs0.12Sr1Br3,0.320146905,3.7713,0.75,0.125,0.125,0,0,0,1,0,0,0,0,0,1,0,1.55125,1012.875,329.37125,1.07025,56.620375,47.8175,411.4375,2.3015,74.7925,0.81625,25.75,4.375,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
132,K1Sr0.12Ba0.12Ge0.25Sn0.25Pb0.25Cl3,0.284386468,1.9585,1,0,0,0,0,0,0.125,0.125,0.25,0.25,0.25,1,0,0,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.9425,2468.125,834.8175,6.76125,127.74875,60.25,678.1,12.96875,235.28,1.805,52.75,5.125,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
133,Cs1Ca1Cl2.25Br0.75,-0.27128486,4.9272,0,0,1,0,0,1,0,0,0,0,0,0.75,0.25,0,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.8475,262.3475,195.615,3.1905,46.565525,342.75,1223.3,3.729,11.33125,3.11,21.5,3.25
